Company (Maker-if known),Specific Bean Origin or Bar Name,REF,Review Date,Cocoa Percent,Company Location,Rating,Bean Type,Broad Bean Origin
Olivia,Carribean,688,2011,76%,Canada,2.75,N/A,Carribean
Olivia,Carribean,688,2011,85%,Canada,2.75,N/A,Carribean
Olivia,Carribean-Raw,688,2011,85%,Canada,3,N/A,Carribean
Omnom,Papua New Guinea,1247,2014,70%,Iceland,3,N/A,Papua New Guinea
organicfair,La Red,1165,2013,72%,Canada,2.75,N/A,Dominican Republic
organicfair,Caribe,1165,2013,72%,Canada,3,N/A,Dominican Republic
Original Beans (Felchlin),Papua Kerafat,1438,2014,68%,Switzerland,2.75,N/A,Papua New Guinea
Original Beans (Felchlin),"Alto Beni, Wild Harvest, Itenez R. 24hr c.",733,2011,66%,Switzerland,3.75,N/A,Bolivia
Original Beans (Felchlin),"Alto Beni, Wild Harvest, Itenez R., 60hr c.",341,2009,68%,Switzerland,3.25,N/A,Bolivia
Original Hawaiin Chocolate Factory,"Hawai'i, Kona Estate Grown",24,2006,60%,U.S.A.,3,N/A,Hawaii
Orquidea,Peru,859,2012,65%,Peru,3,N/A,Peru
Orquidea,Peru,859,2012,72%,Peru,3,N/A,Peru
Pacari,"Sierra Nevada, Tutu Iku",1848,2016,70%,Ecuador,4,N/A,Colombia
Pacari,Garaua,1415,2014,70%,Ecuador,3.25,N/A,Ecuador
Pacari,Cumbia,1415,2014,70%,Ecuador,3.5,N/A,Ecuador
Pacari,Montubia,1415,2014,70%,Ecuador,3.75,N/A,Ecuador
Pacari,Tangara,1415,2014,70%,Ecuador,4,N/A,Ecuador
Pacari,"Ecuador, raw",817,2012,85%,Ecuador,2.75,N/A,Ecuador
Pacari,Piura,863,2012,70%,Ecuador,4,N/A,Peru
Pacari,Nube- prototype,721,2011,70%,Ecuador,3.5,N/A,Ecuador
Palette de Bine,Lachua,1720,2016,70%,Canada,2.75,N/A,Guatemala
Palette de Bine,"Silvestre, La Paz, Beni",1570,2015,70%,Canada,3.25,N/A,Bolivia
Palette de Bine,Kokoa Kamili,1574,2015,72%,Canada,3.5,N/A,Tanzania
Palette de Bine,"Alto Beni, Palos Blancos",1239,2014,72%,Canada,2.75,N/A,Bolivia
Palette de Bine,"Camino Verde P., Balao, Guayas",1303,2014,75%,Canada,2.75,N/A,Ecuador
Pangea,Matasawalevu,1860,2016,76%,Spain,3,N/A,Fiji
Park 75,South America,1363,2014,65%,U.S.A.,3.5,N/A,South America
Parliament,Kilombero Valley,1856,2016,70%,U.S.A.,3.25,N/A,Tanzania
Parliament,"Lachua, Q'egchi families",1542,2015,70%,U.S.A.,3.5,N/A,Guatemala
Parliament,Alto Beni,1251,2014,70%,U.S.A.,3,N/A,Bolivia
Parliament,Oko Caribe,1255,2014,70%,U.S.A.,3.5,N/A,Dominican Republic
Pascha,Peru,1137,2013,55%,Peru,2.5,N/A,Peru
Pascha,Peru,1137,2013,70%,Peru,2.75,N/A,Peru
Patric,"Piura, Choc. Garage Exclusive",1034,2013,67%,U.S.A.,4,N/A,Peru
Peppalo,Dominican Republic,1454,2015,82%,U.S.A.,3,N/A,Dominican Republic
Pinellas,Wampusirpi Region,1772,2016,80%,U.S.A.,2.5,N/A,Honduras
Pitch Dark,Tenor,1506,2015,62%,U.S.A.,2.5,N/A,Nicaragua
Pitch Dark,Johe,1506,2015,80%,U.S.A.,2.75,N/A,Nicaragua
Pitch Dark,Rugoso,1510,2015,80%,U.S.A.,3.25,N/A,Nicaragua
Pitch Dark,"Camino Verde P., Balao, Guayas, ""Fruity""",1319,2014,73%,U.S.A.,3.25,N/A,Ecuador
Pitch Dark,"Camino Verde P., Balao, Guayas, ""Floral""",1319,2014,73%,U.S.A.,3.5,N/A,Ecuador
Pomm (aka Dead Dog),"La Red, 2011",829,2012,76%,U.S.A.,2.5,N/A,Dominican Republic
Potomac,"Oko Caribe, Duarte Province, 2016 H.",1820,2016,70%,U.S.A.,3.75,N/A,Domincan Republic
Potomac,"Cuyagua, 2013",1387,2014,70%,U.S.A.,3.75,N/A,Venezuela
Potomac,"San Martin, Amazonian Highlands",789,2011,70%,U.S.A.,2.75,N/A,Peru
Potomac,Bahia,789,2011,70%,U.S.A.,3.5,N/A,Brazil
Pralus,Peru,1446,2015,75%,France,3.25,N/A,Peru
Pralus,Cuyagua,451,2009,75%,France,2,N/A,Venezuela
Pralus,Dominican Republic-Organic,280,2008,75%,France,2,N/A,Dominican Republic
Pralus,"Monte Alegre, Diego Badero",280,2008,75%,France,3.5,N/A,Brazil
Pump Street Bakery,"Chocoan Rainforest, Teroro Escondido, ESM",1872,2016,77%,U.K.,3.5,N/A,Ecuador
Pump Street Bakery,Honduras,1688,2015,80%,U.K.,2.75,N/A,Honduras
Pura Delizia,Venezuela,931,2012,73%,Italy,2.75,N/A,Venezuela
Q Chocolate,Brazil,1057,2013,75%,Brazil,3.25,N/A,Brazil
Q Chocolate,Brazil,1057,2013,85%,Brazil,3.5,N/A,Brazil
Q Chocolate,Brazil,1069,2013,55%,Brazil,2.75,N/A,Brazil
Q Chocolate,Brazil,1069,2013,80%,Brazil,3.25,N/A,Brazil
Q Chocolate,Brazil,935,2012,60%,Brazil,3,N/A,Brazil
Q Chocolate,Brazil,935,2012,65%,Brazil,3.25,N/A,Brazil
Raaka,Amazon Basin Blend,1788,2016,70%,U.S.A.,3,N/A,"Peru(SMartin,Pangoa,nacional)"
Raaka,La Red,785,2011,85%,U.S.A.,3.5,N/A,Dominican Republic
Rain Republic,Suchitepequez E.,470,2010,70%,Guatemala,2.75,N/A,Guatemala
Ranger,"San Martin, Batch 2",1558,2015,70%,U.S.A.,2.5,N/A,Peru
Ranger,"Chulucanas, Batch 1",1562,2015,80%,U.S.A.,3.25,N/A,Peru
Republica del Cacao (aka Confecta),Esmeraldas,494,2010,75%,Ecuador,3.25,N/A,Ecuador
Ritual,"Camino Verde P., Balao, 2015 harvest, batch8",1860,2016,75%,U.S.A.,3.75,N/A,Ecuador
Ritual,"Camino Verde P., Balao, Guayas, 2014",1466,2015,85%,U.S.A.,3.5,N/A,Ecuador
Ritual,Costa Rica,745,2011,75%,U.S.A.,3.5,N/A,Costa Rica
Roasting Masters,"La Dorado, light roast",1844,2016,70%,South Korea,3.25,N/A,Costa Rica
Roasting Masters,"Tapanti, light roast",1844,2016,70%,South Korea,3.25,N/A,Costa Rica
Roasting Masters,Maleku,1844,2016,70%,South Korea,3.25,N/A,Costa Rica
Rogue,"La Masica, Batch 1, FHIA Research Center",1748,2016,75%,U.S.A.,3.75,N/A,Honduras
Rogue,"Caranero, Choc. Garage Exclusive",1446,2015,70%,U.S.A.,3.75,N/A,Venezuela
Rogue,"Tranquilidad, Batch 1",1566,2015,75%,U.S.A.,3.25,N/A,Bolivia
Rogue,"Hispaniola, 2013",1081,2013,70%,U.S.A.,3.5,N/A,Dominican Republic
Rogue,"Silvestre, Batch 7, 2013",1081,2013,75%,U.S.A.,4,N/A,Bolivia
Rogue,Piura,565,2010,75%,U.S.A.,3.75,N/A,Peru
Rogue,"Hispaniola, 2008",213,2008,70%,U.S.A.,2.75,N/A,Dominican Republic
Rozsavolgyi,Sur del Lago,809,2012,84%,Hungary,2.5,N/A,Venezuela
Rozsavolgyi,Porcelana,717,2011,71%,Hungary,2.5,N/A,Venezuela
Rozsavolgyi,"Aragua, Trincheras",717,2011,70%,Hungary,3.5,N/A,Venezuela
S.A.I.D.,100 percent,615,2010,100%,Italy,1.5,N/A, 
S.A.I.D.,Samana,615,2010,70%,Italy,3,N/A,Dominican Republic
S.A.I.D.,Arawak,615,2010,72%,Italy,3.5,N/A,Carribean
S.A.I.D.,Latino,615,2010,72%,Italy,3.5,N/A, 
Sacred,Midnight,813,2012,83%,U.S.A.,2.75,N/A,Central and S. America
Sacred,Twilight,813,2012,69%,U.S.A.,3.25,N/A,Central and S. America
Scharffen Berger,San Juan de Cheni,959,2012,78%,U.S.A.,4,N/A,Peru
Scharffen Berger,Markham Valley,781,2011,68%,U.S.A.,3.75,N/A,Papua New Guinea
Scharffen Berger,Tome Acu,336,2009,68%,U.S.A.,3.75,N/A,Brazil
Scharffen Berger,Nibby,135,2007,62%,U.S.A.,3,N/A, 
Scharffen Berger,Cuyagua,135,2007,75%,U.S.A.,3.75,N/A,Venezuela
Scharffen Berger,Extra Dark,15,2006,82%,U.S.A.,2,N/A, 
Seaforth,Dominican Republic,1658,2015,70%,U.K.,2.75,N/A,Domincan Republic
Seaforth,Grenada,1658,2015,70%,U.K.,2.75,N/A,Grenada
Shark's,Hilo,713,2011,73%,U.S.A.,2,N/A,Hawaii
Shark's,"Hilo, w/ added cocoa butter",721,2011,73%,U.S.A.,2.5,N/A,Hawaii
Shattel,Tingo Maria,1884,2016,70%,Peru,3.25,N/A,Peru
Sibu,Oro,1586,2015,82%,Costa Rica,3.25,N/A,Costa Rica
Sibu,Oscuro,1586,2015,70%,Costa Rica,3.5,N/A,Costa Rica
Sibu Sura,Peru,911,2012,70%,U.S.A.,2.5,N/A,Peru
Sirene,Wild Bolivia,1788,2016,73%,Canada,3.5,N/A,Bolivia
Sirene,Kokoa Kamili Coop,1856,2016,73%,Canada,3.5,N/A,Tanzania
Sirene,"Esmeraldas, Salazar Farm",1860,2016,73%,Canada,3.75,N/A,Ecuador
Sirene,"Camino Verde P., Balao, Guayas, 2012",1506,2015,100%,Canada,3,N/A,Ecuador
Sirene,Lachua w/ cane sugar,1614,2015,73%,Canada,3,N/A,Guatemala
Sirene,"Lachua w/ maple sugar, batch 5",1614,2015,73%,Canada,3.25,N/A,Guatemala
Sirene,Pisa,1650,2015,73%,Canada,3.25,N/A,Haiti
Sirene,"Camino Verde P., Balao, Guayas",1343,2014,73%,Canada,3.75,N/A,Ecuador
Sjolinds,Nicaragua,1462,2015,72%,U.S.A.,3,N/A,Nicaragua
"Smooth Chocolator, The","Oko Caribe, DOR005",1940,2017,70%,Australia,3.5,N/A,Dominican Republic
"Smooth Chocolator, The","Maya Mtn, Moho R., Toledo D.",1756,2016,70%,Australia,3.75,N/A,Belize
"Smooth Chocolator, The",Australia,1864,2016,67%,Australia,3.75,N/A,Australia
"Smooth Chocolator, The","Chimelb, Lanquin, Alta Verapaz, b-GUA001",1908,2016,70%,Australia,3.25,N/A,Guatemala
"Smooth Chocolator, The",Kokoa Kamili,1622,2015,67%,Australia,3.75,N/A,Tanzania
"Smooth Chocolator, The",Camino Verde,1622,2015,72%,Australia,4,N/A,Ecuador
"Smooth Chocolator, The",Bolivia,1626,2015,72%,Australia,2.75,N/A,Bolivia
"Smooth Chocolator, The","Papua New Guinea, triple roast, batch 1",1662,2015,65%,Australia,3.5,N/A,Papua New Guinea
Snake & Butterfly,Ecuador,502,2010,68%,U.S.A.,3.25,N/A,Ecuador
Sol Cacao,"Ecuador, Batch 1",1812,2016,70%,U.S.A.,3.5,N/A,Ecuador
Solkiki,"Castillo, Hispaniola, unroasted",1840,2016,85%,U.K.,2.75,N/A,Domincan Republic
Solomons Gold,Solomon Island,1792,2016,70%,New Zealand,3.25,N/A,Solomon Islands
Solomons Gold,Solomon Island w/ nibs,1796,2016,75%,New Zealand,3.25,N/A,Solomon Islands
Solstice,Amazonas,1157,2013,70%,U.S.A.,3,N/A,Venezuela
Solstice,Bolivia,1161,2013,70%,U.S.A.,3.25,N/A,Bolivia
Solstice,San Martin,1161,2013,70%,U.S.A.,3.25,N/A,Peru
Soma,"Oko Caribe, Duarte P., Collab w Chocosol",1820,2016,62%,Canada,3.5,N/A,Domincan Republic
Soma,"Abstract S. w/ Jamaica nibs,batch abs60323.0",1828,2016,75%,Canada,3.75,N/A,"Ven.,Ecu.,Peru,Nic."
Soma,"Camino Verde, Black S., batch cvu6030.0",1832,2016,70%,Canada,3.25,N/A,Ecuador
Soma,Porcelana,1594,2015,75%,Canada,4,N/A,Venezuela
Soma,"La Tronca, Matagalpa",1227,2014,70%,Canada,3.5,N/A,Nicaragua
Soma,Chef's Blend,1077,2013,70%,Canada,3.25,N/A, 
Soma,Crazy 88,1077,2013,88%,Canada,4,N/A,"Guat., D.R., Peru, Mad., PNG"
Soma,Equator,1081,2013,67%,Canada,4,N/A,"Peru, Dom. Rep"
Soma,Noula Coop,817,2012,70%,Canada,3.25,N/A,Haiti
Soma,O'ahu,833,2012,70%,Canada,3.75,N/A,Hawaii
Soma,Peruvian,676,2011,64%,Canada,4,N/A,Peru
Somerville,Nicaragua,1367,2014,70%,U.S.A.,3.25,N/A,Nicaragua
Somerville,"Hawaiian, Big Island",1395,2014,70%,U.S.A.,3.5,N/A,Hawaii
Soul,Dominican Republic,1932,2017,70%,Canada,3.25,N/A,Dominican Republic
Soul,Madagascar,1936,2017,70%,Canada,3.5,N/A,Madagascar
Soul,Venezuela,1936,2017,75%,Canada,3.5,N/A,Venezuela
Soul,Ecuador,1936,2017,75%,Canada,3.25,N/A,Ecuador
Soul,Papua New Guinea,1936,2017,77%,Canada,3.25,N/A,Papua New Guinea
Soul,Tanzania,1940,2017,80%,Canada,3.5,N/A,Tanzania
Spagnvola,AgroCriso Plantation,793,2012,70%,U.S.A.,3,N/A,Dominican Republic
Spagnvola,AgroCriso Plantation,793,2012,80%,U.S.A.,3,N/A,Dominican Republic
Spagnvola,AgroCriso Plantation,793,2012,75%,U.S.A.,3.25,N/A,Dominican Republic
Spencer,Dominican Republic,1932,2017,70%,U.S.A.,3.75,N/A,Dominican Republic
Spencer,Ecuador,1932,2017,70%,U.S.A.,3.5,N/A,Ecuador
Spencer,Peru,1932,2017,70%,U.S.A.,2.75,N/A,Peru
Spencer,"Dominican Republic, lot D82R",1792,2016,70%,Australia,3.5,N/A,Domincan Republic
Spencer,"Ecuador, lot E432314L",1792,2016,70%,Australia,3.75,N/A,Ecuador
Spencer,"Madagascar, lot M0403R",1792,2016,70%,Australia,3.75,N/A,Madagascar
SRSLY,Dominican Republic,1113,2013,70%,U.S.A.,3,N/A,Dominican Republic
SRSLY,Dominican Republic,1121,2013,84%,U.S.A.,2.25,N/A,Dominican Republic
Starchild,Hispaniola,1692,2015,70%,U.S.A.,3,N/A,Domincan Republic
Starchild,Cacao Verapaz,1692,2015,70%,U.S.A.,3,N/A,Guatemala
Stella (aka Bernrain),India,729,2011,72%,Switzerland,3.25,N/A,India
Stone Grindz,"Ecuador, Midnight Dark",1291,2014,84%,U.S.A.,3.5,N/A,Ecuador
Stone Grindz,"Ecuador, Twilght Dark",1291,2014,70%,U.S.A.,3.5,N/A,Ecuador
StRita Supreme,"Samar, East Visayas region",939,2012,65%,U.S.A.,2.5,N/A,Philippines
StRita Supreme,"Samar, East Visayas region",943,2012,70%,U.S.A.,2.5,N/A,Philippines
StRita Supreme,"Samar, East Visayas region",943,2012,75%,U.S.A.,2.75,N/A,Philippines
Suruca Chocolate,Venezuela,1796,2016,70%,Venezuela,2.75,N/A,Venezuela
Suruca Chocolate,Venezuela,1796,2016,60%,Venezuela,3,N/A,Venezuela
Szanto Tibor,Nacional,1668,2015,70%,Hungary,3.25,N/A,Ecuador
Szanto Tibor,Cacao Blanco,1193,2013,70%,Hungary,3.25,N/A,Nicaragua
Szanto Tibor,Santo Domingo,939,2012,70%,Hungary,3.25,N/A,Dominican Republic
Szanto Tibor,Millot Plantation,939,2012,70%,Hungary,3.25,N/A,Madagascar
Szanto Tibor,"Ayacucho, ""El Guinacho""",939,2012,70%,Hungary,3.75,N/A,Peru
Szanto Tibor,Crudo,761,2011,70%,Hungary,3,N/A,Venezuela
Tabal,Costa Rica,1101,2013,70%,U.S.A.,2.75,N/A,Costa Rica
Tabal,Dominican Republic,1101,2013,70%,U.S.A.,2.75,N/A,Dominican Republic
Tabal,"Chiapas, Lacandon Jungle",1105,2013,70%,U.S.A.,2.5,N/A,Mexico
Tabal,Peru,1105,2013,70%,U.S.A.,3,N/A,Peru
Tablette (aka Vanillabeans),Colombia,1450,2015,70%,Japan,3,N/A,Colombia
Tablette (aka Vanillabeans),Papua,1450,2015,62%,Japan,3.25,N/A,Papua New Guinea
Taza,Alto Beni,785,2011,87%,U.S.A.,3.25,N/A,Bolivia
Taza,Chiapan,451,2009,75%,U.S.A.,2.75,N/A,Mexico
Taza,"Dark, Stone Ground",180,2007,70%,U.S.A.,3,N/A,Dominican Republic
TCHO,Peru- Ecuador,915,2012,99%,U.S.A.,3.25,N/A,"Peru, Ecuador"
TCHO,TCHOPro 60.5,387,2009,60%,U.S.A.,2.75,N/A, 
TCHO,TCHOPro 68,387,2009,68%,U.S.A.,3,N/A, 
TCHO,Fruity-beta,280,2008,70%,U.S.A.,2.5,N/A,Peru
TCHO,Citrus-beta,280,2008,70%,U.S.A.,2.75,N/A,Madagascar
TCHO,Nutty-beta,284,2008,70%,U.S.A.,2.5,N/A,Peru
Tejas,Concepcion,801,2012,70%,U.S.A.,2.75,N/A,Madagascar
Tejas,Aranama,805,2012,70%,U.S.A.,3,N/A,Papua New Guinea
Tejas,Presidio,805,2012,70%,U.S.A.,3.5,N/A,Dominican Republic
Tejas,"La Bahia, w/ cane juice",817,2012,70%,U.S.A.,3.25,N/A,Ecuador
Tejas,Capistrano,821,2012,70%,U.S.A.,2,N/A,Peru
Tejas,"La Bahia, w/ cane sugar",825,2012,70%,U.S.A.,3.25,N/A,Ecuador
Tejas,San Jose,829,2012,70%,U.S.A.,2.75,N/A,Bolivia
Tejas,Capistrano*,829,2012,70%,U.S.A.,3,N/A,Madagascar
Tejas,Espada,833,2012,70%,U.S.A.,3.25,N/A,Mexico
Tejas,Espada,967,2012,70%,U.S.A.,2.75,N/A,Brazil
Tejas,Concepcion*,971,2012,80%,U.S.A.,3,N/A,Venezuela
Tejas,San Jose,971,2012,67%,U.S.A.,3.25,N/A,Bolivia
Terroir,Peru,1478,2015,70%,U.S.A.,2.75,N/A,Peru
Terroir,Ecuador,1482,2015,70%,U.S.A.,3.25,N/A,Ecuador
Terroir,Oko Caribe,1554,2015,70%,U.S.A.,3.5,N/A,Domincan Republic
Terroir,Ecuador,1323,2014,77%,U.S.A.,3.25,N/A,Ecuador
The Barn,Peru,1614,2015,70%,Sweden,3,N/A,Peru
Theo,Ivory Coast,184,2007,75%,U.S.A.,2.5,N/A,Ivory Coast
Theobroma,"Piura Select, Cacao Blanc",1684,2015,70%,Japan,3.25,N/A,Peru
Tocoti,Venezuela,789,2011,72%,U.S.A.,2.75,N/A,Venezuela
Tocoti,Dominican Republic,789,2011,74%,U.S.A.,3,N/A,Dominican Republic
Treehouse,Conacado,1239,2014,72%,U.S.A.,3,N/A,Dominican Republic
Tsara (Cinagra),"Ambanja, Tsara Valley",753,2011,72%,Madagascar,3.5,N/A,Madagascar
twenty-four blackbirds,Oko Caribe,1700,2015,75%,U.S.A.,2.75,N/A,Domincan Republic
twenty-four blackbirds,"Cedeno, lot 271",1700,2015,75%,U.S.A.,3.5,N/A,Ecuador
twenty-four blackbirds,Dominican Republic,1022,2013,68%,U.S.A.,3.25,N/A,Dominican Republic
twenty-four blackbirds,Palos Blancos,1026,2013,75%,U.S.A.,2.5,N/A,Bolivia
twenty-four blackbirds,Dominican Republic,753,2011,73%,U.S.A.,2.75,N/A,Dominican Republic
Un Dimanche A Paris,Dominican Republic,709,2011,63%,France,3.75,N/A,Dominican Republic
Undone,Matagalpa,1438,2014,74%,U.S.A.,2.75,N/A,Nicaragua
Undone,Nourish,1438,2014,70%,U.S.A.,3,N/A,Dominican Republic
Upchurch,"Tanzania, Party Bar",1752,2016,72%,U.S.A.,3.25,N/A,Tanzania
Valrhona,"Piura, Illanka, Quemazon",1510,2015,63%,France,4,N/A,Peru
Valrhona,"Andoa, Grand Cru blend",1145,2013,70%,France,3.5,N/A, 
Valrhona,"Loma Sotavento, 2013",1153,2013,64%,France,3.5,N/A,Dominican Republic
Valrhona,"Otucan, Grand Cru",931,2012,69%,France,4,N/A,Venezuela
Valrhona,Caraque,709,2011,56%,France,3.25,N/A, 
Valrhona,Tainori,327,2009,64%,France,3.75,N/A,Dominican Republic
Valrhona,Alpaco,370,2009,66%,France,3.75,N/A,Ecuador
Valrhona,Le Noir Extra Amer,147,2007,85%,France,1.5,N/A, 
Vicuna,Palos Blancos,1470,2015,70%,U.S.A.,3.25,N/A,Bolivia
Vicuna,Palos Blancos + nibs,1470,2015,70%,U.S.A.,3.25,N/A,Bolivia
Videri,Dominican Republic,1211,2014,90%,U.S.A.,3.25,N/A,Dominican Republic
Videri,Mindo,1227,2014,75%,U.S.A.,3.5,N/A,Ecuador
Videri,Dark,1117,2013,90%,U.S.A.,3.75,N/A,Central and S. America
Videri,Classic,991,2012,70%,U.S.A.,3.25,N/A,Central and S. America
Vintage Plantations,San Martin,1205,2014,75%,U.S.A.,3,N/A,Peru
Vivra,Peru,1720,2016,70%,U.S.A.,2.5,N/A,Peru
Vivra,Ocumare,1720,2016,70%,U.S.A.,2.5,N/A,Venezuela
Vivra,Dominican Republic,1724,2016,70%,U.S.A.,3,N/A,Domincan Republic
Wellington Chocolate Factory,"Piura Blanco, Norandino",1756,2016,70%,New Zealand,3.5,N/A,Peru
Willie's Cacao,Los Llanos,1848,2016,70%,U.K.,4,N/A,Colombia
Willie's Cacao,"Java, Indonesian Black",1109,2013,100%,U.K.,2.25,N/A,Indonesia
Willie's Cacao,Hacienda Las Trincheras,593,2010,72%,U.K.,3.5,N/A,Venezuela
Willie's Cacao,Java,593,2010,69%,U.K.,3.75,N/A,Indonesia
Willie's Cacao,San Martin,457,2009,70%,U.K.,3,N/A,Peru
Wm,"Wild Beniano, 2016, batch 128, Heirloom",1912,2016,76%,U.S.A.,3.5,N/A,Bolivia
Wm,"Ghana, 2013, batch 129",1916,2016,75%,U.S.A.,3.75,N/A,Ghana
Woodblock,"Camino Verde P., Balao, Guayas",1042,2013,70%,U.S.A.,3.25,N/A,Ecuador
Woodblock,Ecuador,825,2012,70%,U.S.A.,2.5,N/A,Ecuador
Woodblock,Costa Rica,825,2012,70%,U.S.A.,3,N/A,Costa Rica
Woodblock,Ocumare,741,2011,70%,U.S.A.,4,N/A,Venezuela
Woodblock,La Red,769,2011,70%,U.S.A.,3.5,N/A,Dominican Republic
Xocolat,Hispaniola,1057,2013,66%,Domincan Republic,3,N/A,Dominican Republic
Xocolla,"Sambirano, batch 170102",1948,2017,70%,U.S.A.,2.75,N/A,Madagascar
Xocolla,"Hispaniola, batch 170104",1948,2017,70%,U.S.A.,2.5,N/A,Dominican Republic
Zak's,"Papua New Guinea, Batch 2",1574,2015,70%,U.S.A.,3,N/A,Papua New Guinea
Zak's,"Dominican Republic, Batch D2",1578,2015,70%,U.S.A.,3.25,N/A,Domincan Republic
Zak's,"Peru, Batch 1",1578,2015,70%,U.S.A.,3.25,N/A,Peru
Zak's,"House Blend, Batch 2",1582,2015,60%,U.S.A.,3,N/A, 
Zokoko,Guadalcanal,1716,2016,78%,Australia,3.75,N/A,Solomon Islands
Zokoko,Goddess Blend,1780,2016,65%,Australia,3.25,N/A, 
Zokoko,Alto Beni,697,2011,68%,Australia,3.5,N/A,Bolivia
Zokoko,"Tranquilidad, Baures",701,2011,72%,Australia,3.75,N/A,Bolivia
Zotter,Raw,1205,2014,80%,Austria,2.75,N/A, 
Zotter,"Bocas del Toro, Cocabo Co-op",801,2012,72%,Austria,3.5,N/A,Panama
Zotter,Amazonas Frucht,801,2012,65%,Austria,3.5,N/A, 
Zotter,"Loma Los Pinos, Yacao region, D.R.",875,2012,62%,Austria,3.75,N/A,Dominican Republic
Zotter,El Ceibo Coop,879,2012,90%,Austria,3.25,N/A,Bolivia
Zotter,Santo Domingo,879,2012,70%,Austria,3.75,N/A,Dominican Republic
Zotter,"Indianer, Raw",883,2012,58%,Austria,3.5,N/A, 
Zotter,Peru,647,2011,70%,Austria,3.75,N/A,Peru
Zotter,Kerala State,781,2011,62%,Austria,3.25,N/A,India
Zotter,"Brazil, Mitzi Blue",486,2010,65%,Austria,3,N/A,Brazil
Heirloom Cacao Preservation (Brasstown),"Maya Mtn, Moho R., Toledo D., 2015",1748,2016,70%,U.S.A.,3.25,Amazon,Belize
Fruition,"Coto Brus, Heirloom, Batch 1",1780,2016,74%,U.S.A.,4,Amazon mix,Costa Rica
Heirloom Cacao Preservation (Fruition),"Cota Brus, Terciopelo, 2015",1748,2016,74%,U.S.A.,3.5,Amazon mix,Costa Rica
Heirloom Cacao Preservation (Guittard),"Alto Beni, Upper Rio Beni, 2014",1239,2014,67%,U.S.A.,3.5,"Amazon, ICS",Bolivia
Heirloom Cacao Preservation (Zokoko),"Alto Beni, Upper Rio Beni, 2015",1744,2016,68%,U.S.A.,3.75,"Amazon, ICS",Bolivia
Fruition,"Wild Bolivian, Batch 2",1780,2016,74%,U.S.A.,3.75,Beniano,Bolivia
Heirloom Cacao Preservation (Guittard),"Wild Beni, Lower Rio Beni, Tranquilidad, 2014",1243,2014,67%,U.S.A.,3,Beniano,Bolivia
Heirloom Cacao Preservation (Zokoko),"Wild Beni, Lower Rio Beni, Tranquilidad, 2015",1744,2016,72%,U.S.A.,4,Beniano,Bolivia
Amedei,Nine,111,2007,75%,Italy,4,Blend, 
Amedei,Toscano Black,170,2007,63%,Italy,3.5,Blend, 
Amedei,Toscano Black,40,2006,70%,Italy,5,Blend, 
Amedei,Toscano Black,75,2006,66%,Italy,4,Blend, 
Bahen & Co.,Houseblend,999,2012,70%,Australia,2.5,Blend, 
Bittersweet Origins,2009 Hapa Nibby,502,2010,70%,U.S.A.,3.75,Blend,"Dominican Rep., Bali"
Burnt Fork Bend,Blend,1303,2014,72%,U.S.A.,3.25,Blend, 
C-Amaro,"Lago di Como, Blu",1442,2014,70%,Italy,3.5,Blend, 
Chocovic,Maragda,117,2007,70%,Spain,3,Blend, 
Domori,Blend No. 1,272,2008,78%,Italy,3.5,Blend, 
Domori,Ilblend,272,2008,70%,Italy,3.75,Blend, 
Garden Island,"Kaua'I, Alea Estate +world",1367,2014,85%,U.S.A.,2.5,Blend,Hawaii
Guittard,Complexite,387,2009,70%,U.S.A.,3.5,Blend, 
Guittard,Quetzalcoatl,147,2007,72%,U.S.A.,3.5,Blend, 
Guittard,Tsaranta,93,2006,61%,U.S.A.,3.5,Blend, 
Guittard,Semisweet,99,2006,61%,U.S.A.,3,Blend, 
La Maison du Chocolat (Valrhona),"Cuana, 2008",230,2008,74%,France,3.5,Blend,"Ven., Indonesia, Ecuad."
Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate",311,2009,55%,U.S.A.,2.75,Blend,Hawaii
Mast Brothers,French Laundry 20th Anniversary,1359,2014,75%,U.S.A.,3.75,Blend,"Peru, Belize"
Mast Brothers,Shake Shack,959,2012,73%,U.S.A.,3.5,Blend,"Peru, Mad., Dom. Rep."
Original Beans (Felchlin),"Grand Cru Blend No.1, 5 yr. Anniversary Ed",1442,2014,80%,Switzerland,3.25,Blend, 
Palette de Bine,Duo- Gran Couva & Camino Verde,1399,2014,75%,Canada,3.5,Blend,"Trinidad, Ecuador"
Patric,Signature Blend,636,2011,70%,U.S.A.,3.75,Blend, 
Pierre Marcolini,Cabosse,111,2007,70%,Belgium,4,Blend,"Venezuela, Java"
Pierre Marcolini,Fleur de Cacao,166,2007,85%,Belgium,3.5,Blend,Venezuela/ Ghana
Ritual,"Mid Mountain, 2014",1466,2015,70%,U.S.A.,3.5,Blend, 
Scharffen Berger,Finisterra,227,2008,72%,U.S.A.,3,Blend,"Ven., Trinidad, Mad."
Scharffen Berger,Las Islas,117,2007,72%,U.S.A.,3,Blend,Carribean(DR/Jam/Tri)
Scharffen Berger,Antilles (Trin/Gren/DR/Ven),188,2007,75%,U.S.A.,3,Blend,Carribean
Scharffen Berger,Bittersweet,15,2006,70%,U.S.A.,3.5,Blend, 
Scharffen Berger,Kumasi Sambirano,40,2006,68%,U.S.A.,2,Blend,Ghana & Madagascar
