,Company (Maker-if known),Specific Bean Origin or Bar Name,REF,Review Date,Cocoa Percent,Company Location,Rating,Broad Bean Origin
660,Potomac,"San Martin, Amazonian Highlands",789,2011,70,U.S.A.,2.75,Peru
661,Potomac,Bahia,789,2011,70,U.S.A.,3.5,Brazil
662,Pralus,Peru,1446,2015,75,France,3.25,Peru
663,Pralus,Cuyagua,451,2009,75,France,2,Venezuela
664,Pralus,Dominican Republic-Organic,280,2008,75,France,2,Dominican Republic
665,Pralus,"Monte Alegre, Diego Badero",280,2008,75,France,3.5,Brazil
666,Pump Street Bakery,"Chocoan Rainforest, Teroro Escondido, ESM",1872,2016,77,U.K.,3.5,Ecuador
667,Pump Street Bakery,Honduras,1688,2015,80,U.K.,2.75,Honduras
668,Pura Delizia,Venezuela,931,2012,73,Italy,2.75,Venezuela
669,Q Chocolate,Brazil,1057,2013,75,Brazil,3.25,Brazil
670,Q Chocolate,Brazil,1057,2013,85,Brazil,3.5,Brazil
671,Q Chocolate,Brazil,1069,2013,55,Brazil,2.75,Brazil
672,Q Chocolate,Brazil,1069,2013,80,Brazil,3.25,Brazil
673,Q Chocolate,Brazil,935,2012,60,Brazil,3,Brazil
674,Q Chocolate,Brazil,935,2012,65,Brazil,3.25,Brazil
675,Raaka,Amazon Basin Blend,1788,2016,70,U.S.A.,3,"Peru(SMartin,Pangoa,nacional)"
676,Raaka,La Red,785,2011,85,U.S.A.,3.5,Dominican Republic
677,Rain Republic,Suchitepequez E.,470,2010,70,Guatemala,2.75,Guatemala
678,Ranger,"San Martin, Batch 2",1558,2015,70,U.S.A.,2.5,Peru
679,Ranger,"Chulucanas, Batch 1",1562,2015,80,U.S.A.,3.25,Peru
680,Republica del Cacao (aka Confecta),Esmeraldas,494,2010,75,Ecuador,3.25,Ecuador
681,Ritual,"Camino Verde P., Balao, 2015 harvest, batch8",1860,2016,75,U.S.A.,3.75,Ecuador
682,Ritual,"Camino Verde P., Balao, Guayas, 2014",1466,2015,85,U.S.A.,3.5,Ecuador
683,Ritual,Costa Rica,745,2011,75,U.S.A.,3.5,Costa Rica
684,Roasting Masters,"La Dorado, light roast",1844,2016,70,South Korea,3.25,Costa Rica
685,Roasting Masters,"Tapanti, light roast",1844,2016,70,South Korea,3.25,Costa Rica
686,Roasting Masters,Maleku,1844,2016,70,South Korea,3.25,Costa Rica
687,Rogue,"La Masica, Batch 1, FHIA Research Center",1748,2016,75,U.S.A.,3.75,Honduras
688,Rogue,"Caranero, Choc. Garage Exclusive",1446,2015,70,U.S.A.,3.75,Venezuela
689,Rogue,"Tranquilidad, Batch 1",1566,2015,75,U.S.A.,3.25,Bolivia
690,Rogue,"Hispaniola, 2013",1081,2013,70,U.S.A.,3.5,Dominican Republic
691,Rogue,"Silvestre, Batch 7, 2013",1081,2013,75,U.S.A.,4,Bolivia
692,Rogue,Piura,565,2010,75,U.S.A.,3.75,Peru
693,Rogue,"Hispaniola, 2008",213,2008,70,U.S.A.,2.75,Dominican Republic
694,Rozsavolgyi,Sur del Lago,809,2012,84,Hungary,2.5,Venezuela
695,Rozsavolgyi,Porcelana,717,2011,71,Hungary,2.5,Venezuela
696,Rozsavolgyi,"Aragua, Trincheras",717,2011,70,Hungary,3.5,Venezuela
697,S.A.I.D.,100 percent,615,2010,100,Italy,1.5, 
698,S.A.I.D.,Samana,615,2010,70,Italy,3,Dominican Republic
699,S.A.I.D.,Arawak,615,2010,72,Italy,3.5,Carribean
700,S.A.I.D.,Latino,615,2010,72,Italy,3.5, 
701,Sacred,Midnight,813,2012,83,U.S.A.,2.75,Central and S. America
702,Sacred,Twilight,813,2012,69,U.S.A.,3.25,Central and S. America
703,Scharffen Berger,San Juan de Cheni,959,2012,78,U.S.A.,4,Peru
704,Scharffen Berger,Markham Valley,781,2011,68,U.S.A.,3.75,Papua New Guinea
705,Scharffen Berger,Tome Acu,336,2009,68,U.S.A.,3.75,Brazil
706,Scharffen Berger,Nibby,135,2007,62,U.S.A.,3, 
707,Scharffen Berger,Cuyagua,135,2007,75,U.S.A.,3.75,Venezuela
708,Scharffen Berger,Extra Dark,15,2006,82,U.S.A.,2, 
709,Seaforth,Dominican Republic,1658,2015,70,U.K.,2.75,Domincan Republic
710,Seaforth,Grenada,1658,2015,70,U.K.,2.75,Grenada
711,Shark's,Hilo,713,2011,73,U.S.A.,2,Hawaii
712,Shark's,"Hilo, w/ added cocoa butter",721,2011,73,U.S.A.,2.5,Hawaii
713,Shattel,Tingo Maria,1884,2016,70,Peru,3.25,Peru
714,Sibu,Oro,1586,2015,82,Costa Rica,3.25,Costa Rica
715,Sibu,Oscuro,1586,2015,70,Costa Rica,3.5,Costa Rica
716,Sibu Sura,Peru,911,2012,70,U.S.A.,2.5,Peru
717,Sirene,Wild Bolivia,1788,2016,73,Canada,3.5,Bolivia
718,Sirene,Kokoa Kamili Coop,1856,2016,73,Canada,3.5,Tanzania
719,Sirene,"Esmeraldas, Salazar Farm",1860,2016,73,Canada,3.75,Ecuador
720,Sirene,"Camino Verde P., Balao, Guayas, 2012",1506,2015,100,Canada,3,Ecuador
721,Sirene,Lachua w/ cane sugar,1614,2015,73,Canada,3,Guatemala
722,Sirene,"Lachua w/ maple sugar, batch 5",1614,2015,73,Canada,3.25,Guatemala
723,Sirene,Pisa,1650,2015,73,Canada,3.25,Haiti
724,Sirene,"Camino Verde P., Balao, Guayas",1343,2014,73,Canada,3.75,Ecuador
725,Sjolinds,Nicaragua,1462,2015,72,U.S.A.,3,Nicaragua
726,"Smooth Chocolator, The","Oko Caribe, DOR005",1940,2017,70,Australia,3.5,Dominican Republic
727,"Smooth Chocolator, The","Maya Mtn, Moho R., Toledo D.",1756,2016,70,Australia,3.75,Belize
728,"Smooth Chocolator, The",Australia,1864,2016,67,Australia,3.75,Australia
729,"Smooth Chocolator, The","Chimelb, Lanquin, Alta Verapaz, b-GUA001",1908,2016,70,Australia,3.25,Guatemala
730,"Smooth Chocolator, The",Kokoa Kamili,1622,2015,67,Australia,3.75,Tanzania
731,"Smooth Chocolator, The",Camino Verde,1622,2015,72,Australia,4,Ecuador
732,"Smooth Chocolator, The",Bolivia,1626,2015,72,Australia,2.75,Bolivia
733,"Smooth Chocolator, The","Papua New Guinea, triple roast, batch 1",1662,2015,65,Australia,3.5,Papua New Guinea
734,Snake & Butterfly,Ecuador,502,2010,68,U.S.A.,3.25,Ecuador
735,Sol Cacao,"Ecuador, Batch 1",1812,2016,70,U.S.A.,3.5,Ecuador
736,Solkiki,"Castillo, Hispaniola, unroasted",1840,2016,85,U.K.,2.75,Domincan Republic
737,Solomons Gold,Solomon Island,1792,2016,70,New Zealand,3.25,Solomon Islands
738,Solomons Gold,Solomon Island w/ nibs,1796,2016,75,New Zealand,3.25,Solomon Islands
739,Solstice,Amazonas,1157,2013,70,U.S.A.,3,Venezuela
740,Solstice,Bolivia,1161,2013,70,U.S.A.,3.25,Bolivia
741,Solstice,San Martin,1161,2013,70,U.S.A.,3.25,Peru
742,Soma,"Oko Caribe, Duarte P., Collab w Chocosol",1820,2016,62,Canada,3.5,Domincan Republic
743,Soma,"Abstract S. w/ Jamaica nibs,batch abs60323.0",1828,2016,75,Canada,3.75,"Ven.,Ecu.,Peru,Nic."
744,Soma,"Camino Verde, Black S., batch cvu6030.0",1832,2016,70,Canada,3.25,Ecuador
745,Soma,Porcelana,1594,2015,75,Canada,4,Venezuela
746,Soma,"La Tronca, Matagalpa",1227,2014,70,Canada,3.5,Nicaragua
747,Soma,Chef's Blend,1077,2013,70,Canada,3.25, 
748,Soma,Crazy 88,1077,2013,88,Canada,4,"Guat., D.R., Peru, Mad., PNG"
749,Soma,Equator,1081,2013,67,Canada,4,"Peru, Dom. Rep"
750,Soma,Noula Coop,817,2012,70,Canada,3.25,Haiti
751,Soma,O'ahu,833,2012,70,Canada,3.75,Hawaii
752,Soma,Peruvian,676,2011,64,Canada,4,Peru
753,Somerville,Nicaragua,1367,2014,70,U.S.A.,3.25,Nicaragua
754,Somerville,"Hawaiian, Big Island",1395,2014,70,U.S.A.,3.5,Hawaii
755,Soul,Dominican Republic,1932,2017,70,Canada,3.25,Dominican Republic
756,Soul,Madagascar,1936,2017,70,Canada,3.5,Madagascar
757,Soul,Venezuela,1936,2017,75,Canada,3.5,Venezuela
758,Soul,Ecuador,1936,2017,75,Canada,3.25,Ecuador
759,Soul,Papua New Guinea,1936,2017,77,Canada,3.25,Papua New Guinea
760,Soul,Tanzania,1940,2017,80,Canada,3.5,Tanzania
761,Spagnvola,AgroCriso Plantation,793,2012,70,U.S.A.,3,Dominican Republic
762,Spagnvola,AgroCriso Plantation,793,2012,80,U.S.A.,3,Dominican Republic
763,Spagnvola,AgroCriso Plantation,793,2012,75,U.S.A.,3.25,Dominican Republic
764,Spencer,Dominican Republic,1932,2017,70,U.S.A.,3.75,Dominican Republic
765,Spencer,Ecuador,1932,2017,70,U.S.A.,3.5,Ecuador
766,Spencer,Peru,1932,2017,70,U.S.A.,2.75,Peru
767,Spencer,"Dominican Republic, lot D82R",1792,2016,70,Australia,3.5,Domincan Republic
768,Spencer,"Ecuador, lot E432314L",1792,2016,70,Australia,3.75,Ecuador
769,Spencer,"Madagascar, lot M0403R",1792,2016,70,Australia,3.75,Madagascar
770,SRSLY,Dominican Republic,1113,2013,70,U.S.A.,3,Dominican Republic
771,SRSLY,Dominican Republic,1121,2013,84,U.S.A.,2.25,Dominican Republic
772,Starchild,Hispaniola,1692,2015,70,U.S.A.,3,Domincan Republic
773,Starchild,Cacao Verapaz,1692,2015,70,U.S.A.,3,Guatemala
774,Stella (aka Bernrain),India,729,2011,72,Switzerland,3.25,India
775,Stone Grindz,"Ecuador, Midnight Dark",1291,2014,84,U.S.A.,3.5,Ecuador
776,Stone Grindz,"Ecuador, Twilght Dark",1291,2014,70,U.S.A.,3.5,Ecuador
777,StRita Supreme,"Samar, East Visayas region",939,2012,65,U.S.A.,2.5,Philippines
778,StRita Supreme,"Samar, East Visayas region",943,2012,70,U.S.A.,2.5,Philippines
779,StRita Supreme,"Samar, East Visayas region",943,2012,75,U.S.A.,2.75,Philippines
780,Suruca Chocolate,Venezuela,1796,2016,70,Venezuela,2.75,Venezuela
781,Suruca Chocolate,Venezuela,1796,2016,60,Venezuela,3,Venezuela
782,Szanto Tibor,Nacional,1668,2015,70,Hungary,3.25,Ecuador
783,Szanto Tibor,Cacao Blanco,1193,2013,70,Hungary,3.25,Nicaragua
784,Szanto Tibor,Santo Domingo,939,2012,70,Hungary,3.25,Dominican Republic
785,Szanto Tibor,Millot Plantation,939,2012,70,Hungary,3.25,Madagascar
786,Szanto Tibor,"Ayacucho, ""El Guinacho""",939,2012,70,Hungary,3.75,Peru
787,Szanto Tibor,Crudo,761,2011,70,Hungary,3,Venezuela
788,Tabal,Costa Rica,1101,2013,70,U.S.A.,2.75,Costa Rica
789,Tabal,Dominican Republic,1101,2013,70,U.S.A.,2.75,Dominican Republic
790,Tabal,"Chiapas, Lacandon Jungle",1105,2013,70,U.S.A.,2.5,Mexico
791,Tabal,Peru,1105,2013,70,U.S.A.,3,Peru
792,Tablette (aka Vanillabeans),Colombia,1450,2015,70,Japan,3,Colombia
793,Tablette (aka Vanillabeans),Papua,1450,2015,62,Japan,3.25,Papua New Guinea
794,Taza,Alto Beni,785,2011,87,U.S.A.,3.25,Bolivia
795,Taza,Chiapan,451,2009,75,U.S.A.,2.75,Mexico
796,Taza,"Dark, Stone Ground",180,2007,70,U.S.A.,3,Dominican Republic
797,TCHO,Peru- Ecuador,915,2012,99,U.S.A.,3.25,"Peru, Ecuador"
798,TCHO,TCHOPro 60.5,387,2009,60,U.S.A.,2.75, 
799,TCHO,TCHOPro 68,387,2009,68,U.S.A.,3, 
800,TCHO,Fruity-beta,280,2008,70,U.S.A.,2.5,Peru
801,TCHO,Citrus-beta,280,2008,70,U.S.A.,2.75,Madagascar
802,TCHO,Nutty-beta,284,2008,70,U.S.A.,2.5,Peru
803,Tejas,Concepcion,801,2012,70,U.S.A.,2.75,Madagascar
804,Tejas,Aranama,805,2012,70,U.S.A.,3,Papua New Guinea
805,Tejas,Presidio,805,2012,70,U.S.A.,3.5,Dominican Republic
806,Tejas,"La Bahia, w/ cane juice",817,2012,70,U.S.A.,3.25,Ecuador
807,Tejas,Capistrano,821,2012,70,U.S.A.,2,Peru
808,Tejas,"La Bahia, w/ cane sugar",825,2012,70,U.S.A.,3.25,Ecuador
809,Tejas,San Jose,829,2012,70,U.S.A.,2.75,Bolivia
810,Tejas,Capistrano*,829,2012,70,U.S.A.,3,Madagascar
811,Tejas,Espada,833,2012,70,U.S.A.,3.25,Mexico
812,Tejas,Espada,967,2012,70,U.S.A.,2.75,Brazil
813,Tejas,Concepcion*,971,2012,80,U.S.A.,3,Venezuela
814,Tejas,San Jose,971,2012,67,U.S.A.,3.25,Bolivia
815,Terroir,Peru,1478,2015,70,U.S.A.,2.75,Peru
816,Terroir,Ecuador,1482,2015,70,U.S.A.,3.25,Ecuador
817,Terroir,Oko Caribe,1554,2015,70,U.S.A.,3.5,Domincan Republic
818,Terroir,Ecuador,1323,2014,77,U.S.A.,3.25,Ecuador
819,The Barn,Peru,1614,2015,70,Sweden,3,Peru
820,Theo,Ivory Coast,184,2007,75,U.S.A.,2.5,Ivory Coast
821,Theobroma,"Piura Select, Cacao Blanc",1684,2015,70,Japan,3.25,Peru
822,Tocoti,Venezuela,789,2011,72,U.S.A.,2.75,Venezuela
823,Tocoti,Dominican Republic,789,2011,74,U.S.A.,3,Dominican Republic
824,Treehouse,Conacado,1239,2014,72,U.S.A.,3,Dominican Republic
825,Tsara (Cinagra),"Ambanja, Tsara Valley",753,2011,72,Madagascar,3.5,Madagascar
826,twenty-four blackbirds,Oko Caribe,1700,2015,75,U.S.A.,2.75,Domincan Republic
827,twenty-four blackbirds,"Cedeno, lot 271",1700,2015,75,U.S.A.,3.5,Ecuador
828,twenty-four blackbirds,Dominican Republic,1022,2013,68,U.S.A.,3.25,Dominican Republic
829,twenty-four blackbirds,Palos Blancos,1026,2013,75,U.S.A.,2.5,Bolivia
830,twenty-four blackbirds,Dominican Republic,753,2011,73,U.S.A.,2.75,Dominican Republic
831,Un Dimanche A Paris,Dominican Republic,709,2011,63,France,3.75,Dominican Republic
832,Undone,Matagalpa,1438,2014,74,U.S.A.,2.75,Nicaragua
833,Undone,Nourish,1438,2014,70,U.S.A.,3,Dominican Republic
834,Upchurch,"Tanzania, Party Bar",1752,2016,72,U.S.A.,3.25,Tanzania
835,Valrhona,"Piura, Illanka, Quemazon",1510,2015,63,France,4,Peru
836,Valrhona,"Andoa, Grand Cru blend",1145,2013,70,France,3.5, 
837,Valrhona,"Loma Sotavento, 2013",1153,2013,64,France,3.5,Dominican Republic
838,Valrhona,"Otucan, Grand Cru",931,2012,69,France,4,Venezuela
839,Valrhona,Caraque,709,2011,56,France,3.25, 
840,Valrhona,Tainori,327,2009,64,France,3.75,Dominican Republic
841,Valrhona,Alpaco,370,2009,66,France,3.75,Ecuador
842,Valrhona,Le Noir Extra Amer,147,2007,85,France,1.5, 
843,Vicuna,Palos Blancos,1470,2015,70,U.S.A.,3.25,Bolivia
844,Vicuna,Palos Blancos + nibs,1470,2015,70,U.S.A.,3.25,Bolivia
845,Videri,Dominican Republic,1211,2014,90,U.S.A.,3.25,Dominican Republic
846,Videri,Mindo,1227,2014,75,U.S.A.,3.5,Ecuador
847,Videri,Dark,1117,2013,90,U.S.A.,3.75,Central and S. America
848,Videri,Classic,991,2012,70,U.S.A.,3.25,Central and S. America
849,Vintage Plantations,San Martin,1205,2014,75,U.S.A.,3,Peru
850,Vivra,Peru,1720,2016,70,U.S.A.,2.5,Peru
851,Vivra,Ocumare,1720,2016,70,U.S.A.,2.5,Venezuela
852,Vivra,Dominican Republic,1724,2016,70,U.S.A.,3,Domincan Republic
853,Wellington Chocolate Factory,"Piura Blanco, Norandino",1756,2016,70,New Zealand,3.5,Peru
854,Willie's Cacao,Los Llanos,1848,2016,70,U.K.,4,Colombia
855,Willie's Cacao,"Java, Indonesian Black",1109,2013,100,U.K.,2.25,Indonesia
856,Willie's Cacao,Hacienda Las Trincheras,593,2010,72,U.K.,3.5,Venezuela
857,Willie's Cacao,Java,593,2010,69,U.K.,3.75,Indonesia
858,Willie's Cacao,San Martin,457,2009,70,U.K.,3,Peru
859,Wm,"Wild Beniano, 2016, batch 128, Heirloom",1912,2016,76,U.S.A.,3.5,Bolivia
860,Wm,"Ghana, 2013, batch 129",1916,2016,75,U.S.A.,3.75,Ghana
861,Woodblock,"Camino Verde P., Balao, Guayas",1042,2013,70,U.S.A.,3.25,Ecuador
862,Woodblock,Ecuador,825,2012,70,U.S.A.,2.5,Ecuador
863,Woodblock,Costa Rica,825,2012,70,U.S.A.,3,Costa Rica
864,Woodblock,Ocumare,741,2011,70,U.S.A.,4,Venezuela
865,Woodblock,La Red,769,2011,70,U.S.A.,3.5,Dominican Republic
866,Xocolat,Hispaniola,1057,2013,66,Domincan Republic,3,Dominican Republic
867,Xocolla,"Sambirano, batch 170102",1948,2017,70,U.S.A.,2.75,Madagascar
868,Xocolla,"Hispaniola, batch 170104",1948,2017,70,U.S.A.,2.5,Dominican Republic
869,Zak's,"Papua New Guinea, Batch 2",1574,2015,70,U.S.A.,3,Papua New Guinea
870,Zak's,"Dominican Republic, Batch D2",1578,2015,70,U.S.A.,3.25,Domincan Republic
871,Zak's,"Peru, Batch 1",1578,2015,70,U.S.A.,3.25,Peru
872,Zak's,"House Blend, Batch 2",1582,2015,60,U.S.A.,3, 
873,Zokoko,Guadalcanal,1716,2016,78,Australia,3.75,Solomon Islands
874,Zokoko,Goddess Blend,1780,2016,65,Australia,3.25, 
875,Zokoko,Alto Beni,697,2011,68,Australia,3.5,Bolivia
876,Zokoko,"Tranquilidad, Baures",701,2011,72,Australia,3.75,Bolivia
877,Zotter,Raw,1205,2014,80,Austria,2.75, 
878,Zotter,"Bocas del Toro, Cocabo Co-op",801,2012,72,Austria,3.5,Panama
879,Zotter,Amazonas Frucht,801,2012,65,Austria,3.5, 
880,Zotter,"Loma Los Pinos, Yacao region, D.R.",875,2012,62,Austria,3.75,Dominican Republic
881,Zotter,El Ceibo Coop,879,2012,90,Austria,3.25,Bolivia
882,Zotter,Santo Domingo,879,2012,70,Austria,3.75,Dominican Republic
883,Zotter,"Indianer, Raw",883,2012,58,Austria,3.5, 
884,Zotter,Peru,647,2011,70,Austria,3.75,Peru
885,Zotter,Kerala State,781,2011,62,Austria,3.25,India
886,Zotter,"Brazil, Mitzi Blue",486,2010,65,Austria,3,Brazil
887,Heirloom Cacao Preservation (Brasstown),"Maya Mtn, Moho R., Toledo D., 2015",1748,2016,70,U.S.A.,3.25,Belize
888,Fruition,"Coto Brus, Heirloom, Batch 1",1780,2016,74,U.S.A.,4,Costa Rica
889,Heirloom Cacao Preservation (Fruition),"Cota Brus, Terciopelo, 2015",1748,2016,74,U.S.A.,3.5,Costa Rica
890,Heirloom Cacao Preservation (Guittard),"Alto Beni, Upper Rio Beni, 2014",1239,2014,67,U.S.A.,3.5,Bolivia
891,Heirloom Cacao Preservation (Zokoko),"Alto Beni, Upper Rio Beni, 2015",1744,2016,68,U.S.A.,3.75,Bolivia
892,Fruition,"Wild Bolivian, Batch 2",1780,2016,74,U.S.A.,3.75,Bolivia
893,Heirloom Cacao Preservation (Guittard),"Wild Beni, Lower Rio Beni, Tranquilidad, 2014",1243,2014,67,U.S.A.,3,Bolivia
894,Heirloom Cacao Preservation (Zokoko),"Wild Beni, Lower Rio Beni, Tranquilidad, 2015",1744,2016,72,U.S.A.,4,Bolivia
895,Amedei,Nine,111,2007,75,Italy,4, 
896,Amedei,Toscano Black,170,2007,63,Italy,3.5, 
897,Amedei,Toscano Black,40,2006,70,Italy,5, 
898,Amedei,Toscano Black,75,2006,66,Italy,4, 
899,Bahen & Co.,Houseblend,999,2012,70,Australia,2.5, 
900,Bittersweet Origins,2009 Hapa Nibby,502,2010,70,U.S.A.,3.75,"Dominican Rep., Bali"
901,Burnt Fork Bend,Blend,1303,2014,72,U.S.A.,3.25, 
902,C-Amaro,"Lago di Como, Blu",1442,2014,70,Italy,3.5, 
903,Chocovic,Maragda,117,2007,70,Spain,3, 
904,Domori,Blend No. 1,272,2008,78,Italy,3.5, 
905,Domori,Ilblend,272,2008,70,Italy,3.75, 
906,Garden Island,"Kaua'I, Alea Estate +world",1367,2014,85,U.S.A.,2.5,Hawaii
907,Guittard,Complexite,387,2009,70,U.S.A.,3.5, 
908,Guittard,Quetzalcoatl,147,2007,72,U.S.A.,3.5, 
909,Guittard,Tsaranta,93,2006,61,U.S.A.,3.5, 
910,Guittard,Semisweet,99,2006,61,U.S.A.,3, 
911,La Maison du Chocolat (Valrhona),"Cuana, 2008",230,2008,74,France,3.5,"Ven., Indonesia, Ecuad."
912,Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate",311,2009,55,U.S.A.,2.75,Hawaii
913,Mast Brothers,French Laundry 20th Anniversary,1359,2014,75,U.S.A.,3.75,"Peru, Belize"
914,Mast Brothers,Shake Shack,959,2012,73,U.S.A.,3.5,"Peru, Mad., Dom. Rep."
915,Original Beans (Felchlin),"Grand Cru Blend No.1, 5 yr. Anniversary Ed",1442,2014,80,Switzerland,3.25, 
916,Palette de Bine,Duo- Gran Couva & Camino Verde,1399,2014,75,Canada,3.5,"Trinidad, Ecuador"
917,Patric,Signature Blend,636,2011,70,U.S.A.,3.75, 
918,Pierre Marcolini,Cabosse,111,2007,70,Belgium,4,"Venezuela, Java"
919,Pierre Marcolini,Fleur de Cacao,166,2007,85,Belgium,3.5,Venezuela/ Ghana
920,Ritual,"Mid Mountain, 2014",1466,2015,70,U.S.A.,3.5, 
921,Scharffen Berger,Finisterra,227,2008,72,U.S.A.,3,"Ven., Trinidad, Mad."
922,Scharffen Berger,Las Islas,117,2007,72,U.S.A.,3,Carribean(DR/Jam/Tri)
923,Scharffen Berger,Antilles (Trin/Gren/DR/Ven),188,2007,75,U.S.A.,3,Carribean
924,Scharffen Berger,Bittersweet,15,2006,70,U.S.A.,3.5, 
925,Scharffen Berger,Kumasi Sambirano,40,2006,68,U.S.A.,2,Ghana & Madagascar
926,Scharffen Berger,Semisweet,56,2006,62,U.S.A.,3, 
927,Solstice,Wasatch,1161,2013,70,U.S.A.,3.5, 
928,Soma,Little Big Man,1339,2014,70,Canada,3.25,Madagascar & Ecuador
929,Soma,"Dual Origins, Sambirano, Elvesia",867,2012,70,Canada,4,"Dom. Rep., Madagascar"
930,Soma,"Dancing in Your Head, 5 bean blend",867,2012,70,Canada,4,"Gre., PNG, Haw., Haiti, Mad"
931,Soma,Eastern Promises,967,2012,70,Canada,3.5,"Mad., Java, PNG"
932,Tejas,Bayou Blend,801,2012,70,U.S.A.,3,"Ecuador, Mad., PNG"
933,Theo,"Venezuela; Barinos, Merida, Tachron",188,2007,91,U.S.A.,2,Venezuela
934,Theo,"Ghana, Panama, Ecuador",188,2007,75,U.S.A.,3,"Ghana, Panama, Ecuador"
935,Valrhona,Araguani,117,2007,72,France,3,"Venezuela, Carribean"
936,Maglio,Santo Domingo,308,2008,70,Italy,3.75,Dominican Republic
937,Carlotta Chocolat,Cesar,1888,2016,65,Colombia,3.5,Colombia
938,A. Morin,Carenero,1315,2014,70,France,2.75,Venezuela
939,A. Morin,Sur del Lago,1315,2014,70,France,3.5,Venezuela
940,A. Morin,Puerto Cabello,1319,2014,70,France,3.75,Venezuela
941,A. Morin,Madagascar,1011,2013,70,France,3,Madagascar
942,Acalli,"Tumbes, Norandino",1470,2015,70,U.S.A.,3.75,Peru
943,Ah Cacao,Tabasco,316,2009,70,Mexico,3,Mexico
944,Akesson's (Pralus),"Madagascar, Ambolikapiky P.",502,2010,75,Switzerland,2.75,Madagascar
945,Amano,Ocumare,175,2007,70,U.S.A.,3.75,Venezuela
946,Artisan du Chocolat,Peru,363,2009,75,U.K.,3,Peru
947,Benoit Nihant,Chuao,1141,2013,74,Belgium,3.5,Venezuela
948,Benoit Nihant,Cuyagua Village,1141,2013,74,Belgium,3.5,Venezuela
949,Beschle (Felchlin),Maracaibo,636,2011,88,Switzerland,3,Venezuela
950,Bittersweet Origins,"Ocumare, prototype",565,2010,78,U.S.A.,3,Venezuela
951,Bonnat,"Madagascar, 100% criollo",629,2011,75,France,4,Madagascar
952,Bonnat,"Porcelana, Apotequil",336,2009,75,France,2.75,Peru
953,Bonnat,"Porcelana, Tabasco, Marfil de Blanco",336,2009,75,France,3,Mexico
954,Bonnat,"Xoconusco, cacao Real",395,2009,75,France,3,Mexico
955,Bonnat,"Maracaibo, El Rosario",48,2006,75,France,4,Venezuela
956,Brasstown aka It's Chocolate,"Guasare, Zulia Prov.",1868,2016,70,U.S.A.,3.5,Venezuela
957,Cacao Atlanta,Tumbes,1215,2014,75,U.S.A.,2.5,Peru
958,Cacao Prieto,"Criollo, Dominican Republic",991,2012,72,U.S.A.,3.75,Dominican Republic
959,Cacao Sampaka,"Mahali, Kasai",1908,2016,70,Spain,3.5,Congo
960,Cacao Sampaka,"Porcelana, Tabasco, La Joya",336,2009,70,Spain,4,Mexico
961,Cacao Sampaka,"Xoconusco, Chiapas",346,2009,70,Spain,4,Mexico
962,Cao,Porcelana,1804,2016,75,U.S.A.,2.5,Venezuela
963,Cao,"Porcelana, Batch 5163",1804,2016,70,U.S.A.,3,Venezuela
964,Castronovo,San Martin,1105,2013,70,U.S.A.,2.5,Peru
965,Castronovo,Tumbes,1153,2013,70,U.S.A.,2.75,Peru
966,Chocolarder,Peru,1482,2015,65,U.K.,2.5,Peru
967,Chocolarder,Peru + nibs,1482,2015,65,U.K.,2.75,Peru
968,Chocolate Makers,"Peru, Awagum bar",1530,2015,80,Netherlands,3.75,Peru
969,"Chocolate Tree, The",Peru,919,2012,68,Scotland,2.75,Peru
970,"Chocolate Tree, The",Madagascar,919,2012,72,Scotland,3.25,Madagascar
971,Chocolats Privilege,Xoconusco,1219,2014,70,Canada,2.5,Mexico
972,ChocoReko,Patanemo,1454,2015,77,Japan,3,Venezuela
973,Chocovic,Xoconusco,478,2010,71,Spain,3.25,Mexico
974,Chocovic,Ocumare,209,2008,71,Spain,3.5,Venezuela
975,Choklat,Ocumare,377,2009,80,Canada,2.5,Venezuela
976,Choklat,"Porcelana, Tabasco",377,2009,70,Canada,2.75,Mexico
977,Choklat,Ocumare,377,2009,70,Canada,3,Venezuela
978,Chuao Chocolatier,Choroni,445,2009,61,U.S.A.,3,Venezuela
979,Compania de Chocolate (Salgado),Ocumare,292,2008,70,Argentina,3.75,Venezuela
980,Coppeneur,"Porcelana, Apotequil",341,2009,72,Germany,3,Peru
981,Coppeneur,"Porcelana, Apotequil",445,2009,62,Germany,3.25,Peru
982,Coppeneur,"Porcelana, Tabasco, Mexico",220,2008,72,Germany,3,Mexico
983,Danta,Las Acacias E.,987,2012,70,Guatemala,4,Guatemala
984,Danta,Las Acacias E.,423,2009,75,Guatemala,3,Guatemala
985,Danta,Las Acacias E.,423,2009,60,Guatemala,3.25,Guatemala
986,Dick Taylor,Mantuano,682,2011,75,U.S.A.,2.75,Venezuela
987,Domori,"IL100, H. San Jose",1109,2013,100,Italy,3,Venezuela
988,Domori,Guasare,863,2012,70,Italy,3.75,Venezuela
989,Domori,"Canoabo, Hacienda San Jose",693,2011,70,Italy,3.5,Venezuela
990,Domori,Madagared,192,2007,70,Italy,3.5,Madagascar
991,Domori,"Java, Javablond",192,2007,70,Italy,3.75,Indonesia
992,Duffy's,"Rio Dulce, Xoco",1662,2015,70,U.K.,4,Guatemala
993,Duffy's,"Chuno, Xoco",1331,2014,70,U.K.,3.5,Nicaragua
994,Duffy's,"Rico Rugoso, Xoco",1331,2014,76,U.K.,3.75,Nicaragua
